order_id,order_date,sales_rep_id,region,city,category,sub_category,channel,quantity,unit_price,discount_pct,discount_amount,revenue,cogs,profit
ORD00402,2023-12-08,REP014,Central,Hyderabad,Books,Fiction,Direct Sales,49,5348.34,15,39310.3,222758.36,128050.83,94707.53
ORD00403,2023-12-10,REP002,South,Hyderabad,Toys,Action Figures,Retail Store,34,1686.41,15,8600.69,48737.25,21619.75,27117.5
ORD00404,2023-04-15,REP018,North,Pune,Furniture,Office,Direct Sales,10,12606.79,25,31516.97,94550.93,60068.89,34482.04
ORD00405,2023-12-23,REP010,North,Kolkata,Electronics,Phones,Direct Sales,48,9742.08,15,70142.98,397476.86,187322.35,210154.51
ORD00406,2023-11-14,REP015,South,Pune,Food & Beverage,Dairy,Retail Store,36,901.65,25,8114.85,24344.55,11573.46,12771.09
ORD00407,2023-03-30,REP017,North,Kolkata,Toys,Board Games,Online,19,6787.34,25,32239.87,96719.59,40848.62,55870.97
ORD00408,2023-05-11,REP001,East,Ahmedabad,Food & Beverage,Dairy,Retail Store,36,4037.17,5,7266.91,138071.21,79417.98,58653.23
ORD00409,2023-12-05,REP010,West,Surat,Electronics,Phones,Wholesale,21,8993.52,25,47215.98,141647.94,82819.09,58828.85
ORD00410,2023-09-16,REP006,West,Jaipur,Electronics,Tablets,Direct Sales,34,3377.43,5,5741.63,109090.99,60674.43,48416.56
ORD00411,2023-07-04,REP010,South,Surat,Electronics,Tablets,Direct Sales,15,13262.61,25,49734.79,149204.36,74537.28,74667.08
ORD00412,2023-11-25,REP020,Central,Bengaluru,Sports,Fitness,Online,8,10067.18,15,12080.62,68456.82,32318.76,36138.06
ORD00413,2023-10-04,REP010,North,Jaipur,Books,Academic,Wholesale,25,13747.39,0,0.0,343684.75,177259.8,166424.95
ORD00414,2023-09-21,REP003,North,Chennai,Sports,Water Sports,Online,32,753.39,25,6027.12,18081.36,8276.81,9804.55
ORD00415,2023-08-06,REP004,South,Jaipur,Books,Fiction,Direct Sales,14,10087.99,5,7061.59,134170.27,88483.31,45686.96
ORD00416,2023-06-19,REP002,North,Delhi,Books,Fiction,Online,48,10322.05,0,0.0,495458.4,266441.46,229016.94
ORD00417,2023-07-28,REP013,West,Kolkata,Clothing,Kids,Direct Sales,36,1149.59,5,2069.26,39315.98,26471.29,12844.69
ORD00418,2023-11-13,REP003,Central,Mumbai,Furniture,Living Room,Online,25,10132.15,20,50660.75,202643.0,81415.81,121227.19
ORD00419,2023-05-25,REP015,West,Kolkata,Furniture,Living Room,Online,19,11824.69,10,22466.91,202202.2,117675.56,84526.64
ORD00420,2023-10-07,REP010,South,Hyderabad,Food & Beverage,Beverages,Wholesale,35,3376.0,25,29540.0,88620.0,45842.93,42777.07
ORD00421,2023-10-03,REP018,North,Hyderabad,Electronics,Phones,Retail Store,8,722.42,20,1155.87,4623.49,2676.98,1946.51
ORD00422,2023-03-14,REP006,South,Bengaluru,Books,Academic,Wholesale,14,6248.55,25,21869.92,65609.78,43003.12,22606.66
ORD00423,2023-10-09,REP015,Central,Delhi,Clothing,Men's,Wholesale,12,10097.57,20,24234.17,96936.67,63558.98,33377.69
ORD00424,2023-06-19,REP012,South,Bengaluru,Books,Fiction,Online,17,1563.22,25,6643.69,19931.05,11443.98,8487.07
ORD00425,2023-12-04,REP010,Central,Chennai,Furniture,Living Room,Wholesale,13,4835.01,15,9428.27,53426.86,26633.49,26793.37
ORD00426,2023-04-24,REP014,East,Pune,Toys,Educational,Retail Store,28,2612.73,10,7315.64,65840.8,31198.83,34641.97
ORD00427,2023-09-07,REP018,North,Chennai,Books,Academic,Online,31,6996.44,10,21688.96,195200.68,123450.78,71749.9
ORD00428,2023-11-17,REP003,North,Mumbai,Toys,Educational,Online,9,13380.33,5,6021.15,114401.82,54795.08,59606.74
ORD00429,2023-10-06,REP018,West,Chennai,Toys,Outdoor,Wholesale,50,8891.54,0,0.0,444577.0,251398.6,193178.4
ORD00430,2023-09-14,REP017,North,Kolkata,Food & Beverage,Beverages,Wholesale,50,8885.05,10,44425.25,399827.25,175989.71,223837.54
ORD00431,2023-09-21,REP005,West,Chennai,Sports,Fitness,Retail Store,43,3659.32,20,31470.15,125880.61,76189.05,49691.56
ORD00432,2023-09-07,REP008,North,Hyderabad,Sports,Outdoor,Wholesale,48,11006.87,10,52832.98,475496.78,195964.56,279532.22
ORD00433,2023-08-21,REP002,North,Pune,Clothing,Men's,Online,43,3180.93,10,13678.0,123101.99,63573.31,59528.68
ORD00434,2023-07-12,REP013,East,Surat,Books,Academic,Online,48,4023.41,20,38624.74,154498.94,88226.32,66272.62
ORD00435,2023-06-30,REP012,West,Ahmedabad,Sports,Team Sports,Online,25,14592.84,5,18241.05,346579.95,192321.21,154258.74
ORD00436,2023-05-24,REP007,South,Chennai,Sports,Outdoor,Retail Store,29,2567.53,0,0.0,74458.37,41276.92,33181.45
ORD00437,2023-09-04,REP016,West,Bengaluru,Furniture,Living Room,Retail Store,43,3532.16,10,15188.29,136694.59,84214.35,52480.24
ORD00438,2023-03-24,REP005,Central,Mumbai,Books,Children,Retail Store,2,3730.69,5,373.07,7088.31,4054.84,3033.47
ORD00439,2023-11-03,REP019,North,Hyderabad,Electronics,Phones,Online,17,13844.46,20,47071.16,188284.66,129440.34,58844.32
ORD00440,2023-07-30,REP020,South,Surat,Clothing,Footwear,Retail Store,39,14892.36,15,87120.31,493681.73,222734.4,270947.33
ORD00441,2023-11-02,REP019,North,Bengaluru,Sports,Team Sports,Direct Sales,11,10890.38,10,11979.42,107814.76,72958.85,34855.91
ORD00442,2023-09-16,REP014,South,Surat,Food & Beverage,Beverages,Online,7,346.78,20,485.49,1941.97,1277.58,664.39
ORD00443,2023-03-02,REP003,West,Chennai,Clothing,Footwear,Online,40,9037.23,20,72297.84,289191.36,159344.08,129847.28
ORD00444,2023-08-08,REP008,West,Kolkata,Toys,Outdoor,Wholesale,34,6368.19,0,0.0,216518.46,131923.15,84595.31
ORD00445,2023-02-12,REP010,Central,Jaipur,Sports,Fitness,Direct Sales,28,2094.86,15,8798.41,49857.67,31398.25,18459.42
ORD00446,2023-03-02,REP017,North,Kolkata,Furniture,Bedroom,Retail Store,1,10666.32,0,0.0,10666.32,6116.03,4550.29
ORD00447,2023-10-27,REP009,East,Jaipur,Books,Academic,Direct Sales,27,5497.82,5,7422.06,141019.08,74432.9,66586.18
ORD00448,2023-04-15,REP014,Central,Jaipur,Sports,Team Sports,Direct Sales,40,4205.85,25,42058.5,126175.5,65514.89,60660.61
ORD00449,2023-10-23,REP012,West,Chennai,Clothing,Kids,Online,36,8368.18,10,30125.45,271129.03,188855.6,82273.43
ORD00450,2023-09-18,REP013,East,Jaipur,Books,Non-Fiction,Online,29,11768.33,5,17064.08,324217.49,139440.62,184776.87
ORD00451,2023-08-30,REP020,West,Delhi,Clothing,Footwear,Online,41,178.83,0,0.0,7332.03,4743.65,2588.38
ORD00452,2023-07-25,REP020,Central,Hyderabad,Furniture,Bedroom,Online,24,1292.59,0,0.0,31022.16,19151.48,11870.68
ORD00453,2023-12-03,REP017,East,Bengaluru,Toys,Board Games,Online,41,7466.09,0,0.0,306109.69,140967.24,165142.45
ORD00454,2023-12-02,REP001,South,Delhi,Toys,Board Games,Wholesale,40,2625.3,0,0.0,105012.0,53337.91,51674.09
ORD00455,2023-09-23,REP001,North,Delhi,Toys,Outdoor,Wholesale,23,10077.96,15,34768.96,197024.12,113451.23,83572.89
ORD00456,2023-04-10,REP015,West,Surat,Books,Academic,Online,23,14452.99,10,33241.88,299176.89,139981.47,159195.42
ORD00457,2023-05-31,REP011,North,Jaipur,Furniture,Bedroom,Wholesale,27,7642.95,20,41271.93,165087.72,69620.1,95467.62
ORD00458,2023-05-05,REP011,West,Ahmedabad,Sports,Team Sports,Online,45,6697.25,15,45206.44,256169.81,145747.96,110421.85
ORD00459,2023-04-23,REP008,East,Kolkata,Food & Beverage,Snacks,Wholesale,17,1106.56,25,4702.88,14108.64,8981.52,5127.12
ORD00460,2023-07-24,REP011,North,Jaipur,Sports,Fitness,Retail Store,45,12499.44,5,28123.74,534351.06,259794.47,274556.59
ORD00461,2023-12-16,REP007,West,Bengaluru,Food & Beverage,Dairy,Retail Store,23,3356.64,20,15440.54,61762.18,29690.48,32071.7
ORD00462,2023-11-13,REP012,South,Delhi,Books,Non-Fiction,Online,17,3181.0,5,2703.85,51373.15,33417.32,17955.83
ORD00463,2023-09-04,REP012,Central,Pune,Electronics,Accessories,Direct Sales,40,198.69,20,1589.52,6358.08,4370.53,1987.55
ORD00464,2023-04-24,REP019,South,Mumbai,Sports,Team Sports,Direct Sales,32,2824.79,20,18078.66,72314.62,35006.06,37308.56
ORD00465,2023-08-23,REP004,Central,Ahmedabad,Food & Beverage,Snacks,Wholesale,33,5274.61,25,43515.53,130546.6,82606.13,47940.47
ORD00466,2023-06-16,REP012,Central,Hyderabad,Books,Fiction,Retail Store,1,10144.14,15,1521.62,8622.52,4951.93,3670.59
ORD00467,2023-04-05,REP016,West,Bengaluru,Sports,Team Sports,Direct Sales,16,4114.18,20,13165.38,52661.5,26484.99,26176.51
ORD00468,2023-10-20,REP005,Central,Bengaluru,Books,Academic,Online,24,12829.46,10,30790.7,277116.34,148317.85,128798.49
ORD00469,2023-03-18,REP016,North,Chennai,Books,Academic,Direct Sales,16,8374.57,15,20098.97,113894.15,52256.8,61637.35
ORD00470,2023-09-07,REP010,East,Jaipur,Food & Beverage,Beverages,Online,41,7803.4,25,79984.85,239954.55,118709.88,121244.67
ORD00471,2023-09-01,REP004,West,Pune,Food & Beverage,Snacks,Wholesale,45,2533.79,5,5701.03,108319.52,69773.52,38546.0
ORD00472,2023-07-30,REP004,East,Surat,Furniture,Office,Retail Store,36,8406.62,10,30263.83,272374.49,137070.31,135304.18
ORD00473,2023-09-07,REP015,North,Kolkata,Sports,Outdoor,Wholesale,50,4340.67,10,21703.35,195330.15,117580.52,77749.63
ORD00474,2023-11-10,REP019,West,Delhi,Food & Beverage,Beverages,Online,11,9644.65,10,10609.11,95482.04,50275.59,45206.45
ORD00475,2023-05-17,REP020,West,Hyderabad,Clothing,Kids,Direct Sales,15,4770.88,25,17890.8,53672.4,26160.3,27512.1
ORD00476,2023-04-05,REP001,South,Bengaluru,Toys,Educational,Wholesale,48,8845.1,15,63684.72,360880.08,189172.15,171707.93
ORD00477,2023-08-31,REP018,North,Mumbai,Books,Fiction,Direct Sales,14,2586.97,0,0.0,36217.58,15525.25,20692.33
ORD00478,2023-07-19,REP010,South,Bengaluru,Sports,Fitness,Wholesale,7,4010.54,5,1403.69,26670.09,11342.61,15327.48
ORD00479,2023-12-06,REP012,East,Ahmedabad,Food & Beverage,Beverages,Direct Sales,9,7948.46,5,3576.81,67959.33,27766.24,40193.09
ORD00480,2023-10-30,REP020,West,Surat,Toys,Educational,Direct Sales,36,6728.19,25,60553.71,181661.13,102054.73,79606.4
ORD00481,2023-08-15,REP010,East,Kolkata,Sports,Team Sports,Wholesale,23,7276.61,5,8368.1,158993.93,101980.67,57013.26
ORD00482,2023-08-29,REP018,North,Ahmedabad,Clothing,Kids,Direct Sales,1,101.38,5,5.07,96.31,48.46,47.85
ORD00483,2023-01-04,REP018,East,Bengaluru,Furniture,Living Room,Direct Sales,50,6513.49,10,32567.45,293107.05,169738.62,123368.43
ORD00484,2023-07-19,REP013,South,Hyderabad,Sports,Water Sports,Online,26,3823.45,25,24852.42,74557.28,46310.16,28247.12
ORD00485,2023-12-17,REP009,East,Jaipur,Food & Beverage,Beverages,Wholesale,34,11491.62,20,78143.02,312572.06,200756.43,111815.63
ORD00486,2023-08-22,REP020,West,Hyderabad,Food & Beverage,Beverages,Direct Sales,5,2817.87,10,1408.93,12680.42,5491.98,7188.44
ORD00487,2023-02-22,REP010,East,Chennai,Clothing,Kids,Direct Sales,2,2367.02,20,946.81,3787.23,1540.04,2247.19
ORD00488,2023-06-25,REP014,East,Ahmedabad,Books,Fiction,Wholesale,15,1443.94,0,0.0,21659.1,11870.79,9788.31
ORD00489,2023-07-20,REP003,Central,Ahmedabad,Food & Beverage,Snacks,Retail Store,22,1295.32,5,1424.85,27072.19,11284.0,15788.19
ORD00490,2023-05-08,REP013,West,Bengaluru,Clothing,Kids,Online,25,12440.96,0,0.0,311024.0,215346.66,95677.34
ORD00491,2023-04-17,REP016,West,Hyderabad,Clothing,Footwear,Wholesale,48,11587.84,20,111243.26,444973.06,266895.89,178077.17
ORD00492,2023-09-04,REP010,South,Pune,Clothing,Men's,Online,48,14067.57,20,135048.67,540194.69,235871.93,304322.76
ORD00493,2023-03-27,REP009,Central,Delhi,Toys,Board Games,Direct Sales,8,3615.89,15,4339.07,24588.05,12228.97,12359.08
ORD00494,2023-09-01,REP020,South,Pune,Toys,Board Games,Online,1,14535.64,20,2907.13,11628.51,7384.6,4243.91
ORD00495,2023-11-17,REP002,North,Pune,Clothing,Women's,Retail Store,32,1461.88,20,9356.03,37424.13,18769.2,18654.93
ORD00496,2023-11-27,REP012,West,Bengaluru,Books,Fiction,Online,9,7368.86,10,6631.97,59687.77,41453.32,18234.45
ORD00497,2023-09-06,REP015,Central,Hyderabad,Books,Children,Direct Sales,23,10893.55,10,25055.17,225496.48,150992.2,74504.28
ORD00498,2023-11-03,REP018,South,Delhi,Clothing,Women's,Retail Store,35,5280.2,25,46201.75,138605.25,74918.69,63686.56
ORD00499,2023-11-23,REP017,West,Chennai,Food & Beverage,Dairy,Online,17,8169.93,15,20833.32,118055.49,47247.69,70807.8
ORD00500,2023-12-04,REP018,West,Bengaluru,Sports,Team Sports,Direct Sales,50,9340.94,10,46704.7,420342.3,259057.41,161284.89
ORD00501,2023-02-26,REP004,Central,Delhi,Toys,Board Games,Online,40,4318.62,15,25911.72,146833.08,86965.0,59868.08
ORD00502,2023-04-09,REP004,North,Surat,Toys,Board Games,Direct Sales,12,13115.04,5,7869.02,149511.46,64606.38,84905.08
ORD00503,2023-07-07,REP008,Central,Delhi,Books,Children,Online,34,9397.16,20,63900.69,255602.75,121866.68,133736.07
ORD00504,2023-10-13,REP014,East,Mumbai,Clothing,Footwear,Wholesale,6,7074.08,25,10611.12,31833.36,13313.03,18520.33
ORD00505,2023-04-21,REP017,North,Delhi,Sports,Fitness,Retail Store,47,1148.78,10,5399.27,48593.39,20573.5,28019.89
ORD00506,2023-11-17,REP006,Central,Jaipur,Sports,Water Sports,Direct Sales,13,2977.48,25,9676.81,29030.43,13778.68,15251.75
ORD00507,2023-12-26,REP014,North,Chennai,Books,Fiction,Retail Store,50,9615.5,10,48077.5,432697.5,260634.37,172063.13
ORD00508,2023-11-04,REP015,East,Pune,Sports,Water Sports,Wholesale,33,5128.94,5,8462.75,160792.27,90071.03,70721.24
ORD00509,2023-06-15,REP020,South,Surat,Toys,Educational,Retail Store,27,11486.35,15,46519.72,263611.73,170779.93,92831.8
ORD00510,2023-01-01,REP002,East,Surat,Food & Beverage,Dairy,Online,24,14428.61,15,51943.0,294343.64,202492.92,91850.72
ORD00511,2023-06-11,REP001,East,Jaipur,Sports,Outdoor,Retail Store,20,197.88,5,197.88,3759.72,1746.19,2013.53
ORD00512,2023-10-26,REP008,South,Hyderabad,Electronics,Laptops,Wholesale,30,5399.27,5,8098.9,153879.2,73784.53,80094.67
ORD00513,2023-06-16,REP016,South,Ahmedabad,Electronics,Accessories,Online,37,13776.44,25,127432.07,382296.21,161772.64,220523.57
ORD00514,2023-01-29,REP011,East,Kolkata,Sports,Team Sports,Direct Sales,3,10988.76,20,6593.26,26373.02,13567.96,12805.06
ORD00515,2023-01-06,REP013,North,Hyderabad,Toys,Action Figures,Online,50,3478.09,25,43476.12,130428.38,85410.17,45018.21
ORD00516,2023-12-11,REP013,West,Surat,Furniture,Bedroom,Online,21,7585.78,5,7965.07,151336.31,67489.83,83846.48
ORD00517,2023-02-12,REP016,Central,Mumbai,Clothing,Footwear,Direct Sales,19,11816.89,5,11226.05,213294.86,93776.52,119518.34
ORD00518,2023-03-11,REP016,Central,Bengaluru,Furniture,Living Room,Direct Sales,26,7577.16,25,49251.54,147754.62,64880.91,82873.71
ORD00519,2023-05-05,REP003,East,Kolkata,Food & Beverage,Beverages,Wholesale,36,9278.35,25,83505.15,250515.45,139605.83,110909.62
ORD00520,2023-04-08,REP011,East,Surat,Books,Fiction,Online,8,10109.04,15,12130.85,68741.47,35029.3,33712.17
ORD00521,2023-08-15,REP020,South,Ahmedabad,Toys,Educational,Online,11,14816.01,20,32595.22,130380.89,84288.01,46092.88
ORD00522,2023-02-13,REP004,North,Bengaluru,Toys,Board Games,Retail Store,13,10311.85,5,6702.7,127351.35,79890.07,47461.28
ORD00523,2023-08-30,REP001,East,Bengaluru,Toys,Educational,Retail Store,1,5214.74,0,0.0,5214.74,2563.23,2651.51
ORD00524,2023-12-22,REP001,West,Surat,Clothing,Kids,Online,36,7297.09,25,65673.81,197021.43,137460.01,59561.42
ORD00525,2023-01-28,REP015,North,Delhi,Furniture,Bedroom,Direct Sales,4,4331.8,25,4331.8,12995.4,7607.37,5388.03
ORD00526,2023-02-25,REP001,East,Kolkata,Books,Academic,Retail Store,43,12796.04,25,137557.43,412672.29,209664.65,203007.64
ORD00527,2023-04-06,REP007,Central,Ahmedabad,Food & Beverage,Snacks,Online,21,7321.47,20,30750.17,123000.7,68814.98,54185.72
ORD00528,2023-03-22,REP001,East,Pune,Electronics,Phones,Wholesale,34,4643.42,15,23681.44,134194.84,69515.6,64679.24
ORD00529,2023-02-01,REP009,West,Mumbai,Books,Academic,Wholesale,16,14940.32,20,47809.02,191236.1,92321.81,98914.29
ORD00530,2023-07-15,REP017,Central,Bengaluru,Clothing,Women's,Direct Sales,22,13467.91,25,74073.51,222220.51,98038.85,124181.66
ORD00531,2023-10-05,REP005,South,Chennai,Clothing,Women's,Retail Store,28,14561.0,20,81541.6,326166.4,162687.05,163479.35
ORD00532,2023-08-09,REP005,Central,Chennai,Toys,Board Games,Wholesale,20,10359.13,20,41436.52,165746.08,111525.37,54220.71
ORD00533,2023-06-13,REP014,West,Hyderabad,Electronics,Laptops,Direct Sales,12,4832.2,5,2899.32,55087.08,34050.64,21036.44
ORD00534,2023-01-14,REP020,Central,Hyderabad,Books,Academic,Retail Store,10,11708.71,0,0.0,117087.1,51455.54,65631.56
ORD00535,2023-09-02,REP005,Central,Surat,Sports,Outdoor,Direct Sales,15,10341.93,10,15512.9,139616.05,59175.23,80440.82
ORD00536,2023-03-25,REP007,South,Mumbai,Books,Academic,Direct Sales,12,12796.73,15,23034.11,130526.65,70765.56,59761.09
ORD00537,2023-04-14,REP007,North,Chennai,Toys,Action Figures,Direct Sales,18,14257.95,5,12832.16,243810.94,151823.51,91987.43
ORD00538,2023-08-07,REP013,North,Surat,Toys,Outdoor,Direct Sales,45,4940.94,15,33351.35,188990.95,125920.15,63070.8
ORD00539,2023-10-02,REP017,North,Jaipur,Books,Academic,Online,26,9211.42,25,59874.23,179622.69,102668.8,76953.89
ORD00540,2023-07-22,REP002,Central,Kolkata,Food & Beverage,Organic,Online,3,13178.92,5,1976.84,37559.92,20868.7,16691.22
ORD00541,2023-05-27,REP015,South,Kolkata,Clothing,Kids,Wholesale,29,6030.79,10,17489.29,157403.62,99495.32,57908.3
ORD00542,2023-11-27,REP015,North,Jaipur,Sports,Fitness,Online,45,7802.85,5,17556.41,333571.84,179819.8,153752.04
ORD00543,2023-08-21,REP019,South,Ahmedabad,Clothing,Women's,Online,26,6262.03,15,24421.92,138390.86,56390.63,82000.23
ORD00544,2023-03-05,REP003,North,Ahmedabad,Furniture,Office,Wholesale,45,9763.79,25,109842.64,329527.91,210550.5,118977.41
ORD00545,2023-03-23,REP013,Central,Kolkata,Electronics,Accessories,Online,47,11886.89,20,111736.77,446947.06,260848.03,186099.03
ORD00546,2023-03-25,REP005,South,Mumbai,Toys,Board Games,Direct Sales,22,8525.82,25,46892.01,140676.03,92677.61,47998.42
ORD00547,2023-04-03,REP004,South,Bengaluru,Furniture,Office,Online,47,11552.59,15,81445.76,461525.97,224594.3,236931.67
ORD00548,2023-01-03,REP020,West,Bengaluru,Sports,Team Sports,Retail Store,1,6933.78,15,1040.07,5893.71,3318.46,2575.25
ORD00549,2023-01-04,REP008,Central,Hyderabad,Sports,Water Sports,Retail Store,30,6211.26,0,0.0,186337.8,108143.93,78193.87
ORD00550,2023-01-17,REP019,Central,Hyderabad,Electronics,Phones,Wholesale,10,920.45,10,920.45,8284.05,3404.88,4879.17
ORD00551,2023-05-26,REP020,Central,Surat,Electronics,Laptops,Retail Store,7,6312.66,5,2209.43,41979.19,18823.49,23155.7
ORD00552,2023-07-14,REP003,West,Jaipur,Food & Beverage,Dairy,Online,3,1487.58,10,446.27,4016.47,1995.57,2020.9
ORD00553,2023-07-31,REP017,South,Bengaluru,Furniture,Outdoor,Online,9,1918.15,10,1726.34,15537.01,7749.28,7787.73
ORD00554,2023-12-28,REP010,West,Surat,Electronics,Laptops,Wholesale,31,10888.7,20,67509.94,270039.76,183672.27,86367.49
ORD00555,2023-11-20,REP016,West,Chennai,Furniture,Office,Retail Store,9,9252.92,15,12491.44,70784.84,39350.12,31434.72
ORD00556,2023-03-02,REP007,Central,Kolkata,Books,Academic,Direct Sales,13,123.56,0,0.0,1606.28,866.53,739.75
ORD00557,2023-11-24,REP007,East,Hyderabad,Electronics,Tablets,Online,23,8450.19,25,48588.59,145765.78,67591.79,78173.99
ORD00558,2023-06-20,REP011,West,Surat,Furniture,Office,Online,33,8294.9,0,0.0,273731.7,118840.9,154890.8
ORD00559,2023-09-03,REP016,North,Chennai,Toys,Board Games,Direct Sales,13,5024.67,10,6532.07,58788.64,39781.33,19007.31
ORD00560,2023-07-31,REP002,Central,Hyderabad,Clothing,Footwear,Wholesale,35,13449.34,15,70609.04,400117.86,254153.55,145964.31
ORD00561,2023-07-01,REP003,South,Hyderabad,Sports,Fitness,Online,14,8703.22,10,12184.51,109660.57,70167.48,39493.09
ORD00562,2023-07-19,REP006,Central,Delhi,Furniture,Outdoor,Wholesale,41,8060.67,5,16524.37,313963.1,179365.39,134597.71
ORD00563,2023-05-02,REP012,West,Hyderabad,Books,Academic,Retail Store,46,571.26,15,3941.69,22336.27,9516.13,12820.14
ORD00564,2023-02-17,REP015,Central,Mumbai,Sports,Team Sports,Direct Sales,12,1772.25,0,0.0,21267.0,13469.18,7797.82
ORD00565,2023-09-26,REP010,East,Chennai,Sports,Outdoor,Online,13,5167.73,15,10077.07,57103.42,35388.83,21714.59
ORD00566,2023-09-25,REP004,North,Hyderabad,Toys,Board Games,Online,14,10896.1,15,22881.81,129663.59,66942.26,62721.33
ORD00567,2023-12-04,REP010,North,Surat,Books,Fiction,Wholesale,22,7056.45,0,0.0,155241.9,66898.52,88343.38
ORD00568,2023-06-13,REP015,North,Hyderabad,Books,Non-Fiction,Retail Store,21,3088.28,10,6485.39,58368.49,28191.68,30176.81
ORD00569,2023-02-22,REP007,Central,Pune,Clothing,Kids,Wholesale,8,327.33,20,523.73,2094.91,1189.67,905.24
ORD00570,2023-02-06,REP010,Central,Pune,Furniture,Bedroom,Direct Sales,46,12079.64,20,111132.69,444530.75,210461.98,234068.77
ORD00571,2023-07-16,REP002,North,Kolkata,Electronics,Phones,Direct Sales,2,7113.96,25,3556.98,10670.94,4429.9,6241.04
ORD00572,2023-12-10,REP018,North,Ahmedabad,Clothing,Footwear,Retail Store,40,5398.8,10,21595.2,194356.8,125405.34,68951.46
ORD00573,2023-08-27,REP016,South,Bengaluru,Electronics,Accessories,Retail Store,7,6888.2,25,12054.35,36163.05,21456.46,14706.59
ORD00574,2023-06-19,REP011,West,Ahmedabad,Toys,Educational,Online,24,5941.95,25,35651.7,106955.1,72213.87,34741.23
ORD00575,2023-05-25,REP012,Central,Surat,Electronics,Accessories,Retail Store,8,5336.47,15,6403.76,36288.0,23722.55,12565.45
ORD00576,2023-11-29,REP003,East,Jaipur,Sports,Fitness,Direct Sales,26,12281.54,0,0.0,319320.04,158945.04,160375.0
ORD00577,2023-09-04,REP013,North,Pune,Food & Beverage,Organic,Retail Store,16,9351.04,20,29923.33,119693.31,53587.42,66105.89
ORD00578,2023-05-01,REP006,North,Surat,Toys,Outdoor,Direct Sales,28,8551.45,10,23944.06,215496.54,121401.71,94094.83
ORD00579,2023-07-27,REP003,Central,Delhi,Electronics,Accessories,Direct Sales,21,8370.81,15,26368.05,149418.96,67664.7,81754.26
ORD00580,2023-03-13,REP019,North,Chennai,Furniture,Outdoor,Retail Store,42,9936.45,0,0.0,417330.9,194177.2,223153.7
ORD00581,2023-12-15,REP011,East,Surat,Food & Beverage,Dairy,Wholesale,25,9272.03,15,34770.11,197030.64,90377.95,106652.69
ORD00582,2023-07-26,REP005,East,Mumbai,Food & Beverage,Dairy,Wholesale,6,8782.63,20,10539.16,42156.62,29337.91,12818.71
ORD00583,2023-05-25,REP001,South,Kolkata,Sports,Fitness,Direct Sales,1,10579.98,10,1058.0,9521.98,4122.16,5399.82
ORD00584,2023-04-19,REP006,West,Chennai,Books,Academic,Retail Store,46,5803.57,15,40044.63,226919.59,120393.78,106525.81
ORD00585,2023-12-10,REP005,South,Mumbai,Sports,Water Sports,Online,24,12615.44,5,15138.53,287632.03,139944.85,147687.18
ORD00586,2023-03-11,REP003,South,Kolkata,Books,Fiction,Direct Sales,10,10847.95,15,16271.92,92207.58,55082.78,37124.8
ORD00587,2023-08-19,REP013,East,Bengaluru,Toys,Outdoor,Retail Store,40,2778.98,20,22231.84,88927.36,46885.83,42041.53
ORD00588,2023-09-14,REP009,West,Jaipur,Food & Beverage,Snacks,Wholesale,37,7522.54,25,69583.49,208750.49,98326.7,110423.79
ORD00589,2023-09-04,REP003,South,Jaipur,Electronics,Laptops,Wholesale,37,7300.7,10,27012.59,243113.31,105498.85,137614.46
ORD00590,2023-11-19,REP003,Central,Surat,Food & Beverage,Snacks,Wholesale,34,13359.74,0,0.0,454231.16,215109.97,239121.19
ORD00591,2023-09-20,REP016,Central,Pune,Sports,Fitness,Direct Sales,22,8072.0,0,0.0,177584.0,96012.68,81571.32
ORD00592,2023-06-05,REP019,East,Mumbai,Furniture,Office,Direct Sales,19,2595.87,25,12330.38,36991.15,25037.81,11953.34
ORD00593,2023-11-16,REP001,East,Ahmedabad,Sports,Outdoor,Online,37,869.14,10,3215.82,28942.36,18600.35,10342.01
ORD00594,2023-05-12,REP001,North,Surat,Clothing,Men's,Retail Store,18,3855.56,20,13880.02,55520.06,26887.9,28632.16
ORD00595,2023-12-25,REP008,West,Chennai,Sports,Outdoor,Online,43,6755.13,5,14523.53,275947.06,132006.39,143940.67
ORD00596,2023-07-31,REP013,South,Ahmedabad,Furniture,Living Room,Retail Store,10,8973.61,5,4486.81,85249.29,55521.52,29727.77
ORD00597,2023-08-26,REP013,West,Hyderabad,Clothing,Kids,Direct Sales,4,9669.69,0,0.0,38678.76,16080.96,22597.8
ORD00598,2023-03-16,REP017,West,Mumbai,Books,Non-Fiction,Wholesale,25,10284.3,15,38566.12,218541.38,118531.79,100009.59
ORD00599,2023-01-22,REP004,Central,Pune,Toys,Outdoor,Direct Sales,25,10209.55,20,51047.75,204191.0,123507.56,80683.44
ORD00600,2023-10-27,REP013,West,Bengaluru,Sports,Team Sports,Retail Store,22,4127.86,0,0.0,90812.92,43281.73,47531.19
ORD00601,2023-01-06,REP001,North,Mumbai,Sports,Team Sports,Direct Sales,44,10385.15,5,22847.33,434099.27,214436.77,219662.5
ORD00602,2023-05-09,REP007,North,Mumbai,Electronics,Laptops,Online,44,6744.54,5,14837.99,281921.77,174107.89,107813.88
ORD00603,2023-02-14,REP020,South,Kolkata,Electronics,Phones,Retail Store,39,9607.43,25,93672.44,281017.33,193154.06,87863.27
